id,name,lat_new,long_new,located in,the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems
G4346,sa dmar dgon/; 红土寺,32.40578,101.1531,'dzam thang rdzong /; 壤塘县,0101000020E61000001F41F163CC49594079AF5A99F0334040,1485.0,165.0,,红土寺,Hong tu si,尕多乡,Gaduo xiang,Ga Duo Xiang,513230.0,壤塘县,Rangtang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.40578,101.1531,513230208.0,117.0,Sa dmar dgon (Sa dmar dpal rtse dgon mi 'gyur nges don gling),513230208.0,117.0,Sa dmar dgon (Sa dmar dpal rtse dgon mi 'gyur nges don gling),,Dzam thang rdzong,G2336,dzam thang rdzong,G4346,,sa dmar dpal rtse sde,,,红土寺,,Hong tu si,1567,J,23.52802776,23.528,,,,,,
G393,阿木去乎寺; a mchog dgon/,34.80092,102.67969,bsang chu rdzong /; 夏河县; a mchog; a mchog zhang (bsang chu rdzong),0101000020E6100000C45A7C0A80AB59402D5BEB8B84664140,1133.0,2067.0,,,Amu Quhu Si,阿木去乎乡,Amuquhu xiang,A Mu Qu Hu Xiang,623027.0,夏河县,Xiahe Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.80092,102.67969,623027211.0,623027119.0,a mchog dgon dga' ldan chos 'khor gling,623027211.0,623027119.0,a mchog dgon dga' ldan chos 'khor gling,,bsang chu (Xiahe),G2396,bsang chu rdzong,G393,,a mchog bde mo thang dga' ldan chos 'khor gling,,,阿木去乎寺,,Amu Quhu Si,1760,Gelug,6.98031551,6.98,,,,,,
G1918,阿粗乎寺; a tshogs dgon/,35.67581,100.22994,兴海县; rtsi gor thang rdzong /,0101000020E6100000B3024356B70E5940A6272CF180D64140,938.0,2604.0,,阿粗乎寺,acuhu si,塔秀乡,Taxiu xiang,Ta Xiu Xiang,632525.0,贵南县,Guinan Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.67581,100.22994,632525203.0,388.0,a tshogs dgon bde chen chos 'khor gling,632525203.0,415.0,a tshogs dgon bde chen chos 'khor gling,,na,G2318,rtsi gor thang rdzong,G1918,not at mang ra rdzong,,,,阿粗乎寺,羊曲寺,acuhu si,1889,g,4.292904901,4.293,,,,,,
G1KR2399,chin kri po'u zi/; 青知布寺,37.32978,99.53567,rkang tsha rdzong /; 刚察县,0101000020E6100000B1DCD26A48E25840FC6F253B36AA4240,1929.0,2399.0,,青知布寺,qingzhibu si,吉尔孟乡,Jiermeng xiang,Ji Er Meng Xiang,632224.0,刚察县,Gangcha Xian,6322.0,Haibei Diqu,Qinghai,Qinghai_Lex_20120621,37.32978,99.53567,632224204.0,545.0,chin kri po'u zi,632224204.0,468.0,chin kri po'u zi,chin kri po'u zi,na,G2315,rkang tsha rdzong,G1KR2399,,,,,青知布寺,,qingzhibu si,1988,n,2.78238933,2.782,,,,,,
G296,pe cin tsan dan dgon/,,,pe cin/; 北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3943,'bur legs dgon/,,,ser shul rdzong /; Seshul county; 石渠县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2LS515,gsal ba lung /,,,spu hreng rdzong /; Purang county; 普兰县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1845,色尔加寺; se kyA bon sngags khang /,35.94506,101.5,khri ka rdzong /; 贵德县,0101000020E61000000000000000605940FE60E0B9F7F84140,73.0,2566.0,,色尔加寺,se'erjia si,东沟乡,Donggou xiang,Dong Gou Xiang,632523.0,贵德县,Guide Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.94506,101.5,632523202.0,314.0,se kya'i bon dgon,632523202.0,646.0,se kya'i bon dgon,,na,G1715,khri ka rdzong,G1845,,se kyA bon sngags bdud 'dul me ri 'khyil gling,,,色尔加寺,色尔加本教寺,se'erjia si,1807,b,39.15877732,39.159,,,,,,
G1KR5,kaH thog bsam gtan dgon/; 禅单寺,31.6309,102.82934,li xian; bkra shis gling rdzong /; 理县,0101000020E6100000F05014E813B55940E10B93A982A13F40,517.0,5.0,,禅丹寺,Chan dan si,夹壁乡,Jiabi xiang,Jia Bi Xiang,513222.0,理县,Li Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.6309,102.82934,513222200.0,161.0,Ka thog bsam gtan dgon,513222200.0,161.0,Ka thog bsam gtan dgon,kaH thog bsam gtan dgon,Lis rdzong,G2339,bkra shis gling rdzong,G1KR5,,,,,禅单寺,米亚罗禅单寺,Chan dan si,1740,G,3.834355828,3.834,,,,,,
G3642,yid lhung rtsa shul/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1005,格荣寺,32.06667,97.3,昌都县; chab mdo rdzong /; Chamdo county,0101000020E61000003333333333535840EACF7EA488084040,2179.0,1006.0,,色然寺,Seran si,面达乡,Mianda xiang,Mian Da Xiang,542121.0,昌都县,Changdu Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,32.06667,97.3,542121209.0,19.0,,542121209.0,21.0,na,,Chamdo,G2185,chab mdo rdzong,G1KR1005,,,,na,德丁寺,,Deding si,na,Nyingma,4.637466089,4.637,na,na,na,na,na,
G1898,甲乙寺; rgya ye dgon/; Gyaye Gon Ngotsar Tardrenling,36.49279,100.6716,共和县; chab cha rdzong /,0101000020E610000096FF907EFB2A5940DEE522BE133F4240,873.0,2495.0,,甲乙寺,jiayi si,东巴乡,Dongba xiang,Dong Ba Xiang,632521.0,共和县,Gonghe Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.49279,100.6716,632521206.0,534.0,rgya yas ngo mtshar thar 'dren gling,632521206.0,431.0,rgya yas ngo mtshar thar 'dren gling,,na,G1698,chab cha rdzong,G1898,,rgya ye dgon ngo mtshar thar 'dren gling,,,甲乙寺,甲乙俄察塔占林,jiayi si,1984,g,2.429041622,2.429,,,,,,
G1KR397,扎呷觉母寺; brag dkar jo mo dgon/,31.58333,100.01667,dkar mdzes rdzong /; Kartse County; 甘孜县,0101000020E6100000C2340C1F1101594093C6681D55953F40,2675.0,398.0,,,peng ge si,色西底乡,Sexidi xiang,Se Xi Di Xiang,513328.0,甘孜县,Ganzi Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.58333,100.01667,513328201.0,329.0,phur mgo dgon,513328201.0,329.0,phur mgo dgon/,,Kanze,G621,dkar mdzes rdzong,G1KR397,,,,na,彭戈寺,,peng ge si,1587,sa skya/,16.54807215,16.548,,,,,,
G2645,然觉寺; rab 'byor dgon/,32.49242,95.95874,nang chen rdzong /; 囊谦县; Nangchen County,0101000020E61000007E5704FF5BFD5740BBF2599E073F4040,2070.0,2826.0,,然觉寺,ranjue si,觉拉乡,Juela xiang,Jue La Xiang,632725.0,囊谦县,Nangqian Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.49242,95.95874,632725204.0,172.0,rab 'byor dgon pa,632725204.0,172.0,rab 'byor dgon pa,,na,G1467,nang chen rdzong,G2645,,,,,然觉寺,让久寺/然角寺,ranjue si,1745,Nendo,10.34652914,10.347,,,,,,
G2525,Dzodge Garnying Ganden Tashi Chopeling; mdzod dge sgar rnying /,34.95119,103.05857,bsang chu rdzong /; 夏河县; mdzod dge rme ma zhang (bsang chu),0101000020E6100000B5A1629CBFC3594020240B98C0794140,1032.0,1926.0,,,Meiwu Jiusi Gadan Zhaxi Qupailin,佐盖曼玛乡,Zuogaimanma xiang,Zuo Gai Man Ma Xiang,623001.0,合作市,Hezuo Shi,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.95119,103.05857,623001203.0,623027102.0,mdzod dge sgar rnying dga' ldan bkra shis chos 'phel gling,623001203.0,623027102.0,mdzod dge sgar rnying dga' ldan bkra shis chos 'phel gling,,bsang chu,G2396,bsang chu rdzong,G2525,,mdzod dge sgar rnying dga' ldan bkra shis chos 'phel gling,,,??,,Meiwu Jiusi Gadan Zhaxi Qupailin,1714,Gelug,10.95500233,10.955,,,,,,
G1KR1316,伦珠寺,29.98333,98.3,smar khams rdzong /; 芒康县; Markham county,0101000020E61000003333333333935840F92CCF83BBFB3D40,2766.0,1314.0,,维成寺,Weicheng si,措瓦乡,Cuowa xiang,Cuo Wa Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.98333,98.3,542129208.0,165.0,,542129208.0,165.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1316,,,,na,维成寺,,Weicheng si,na,Sakya,9.542257889,9.542,na,na,na,na,na,
G2880,hrab dgon/,,,dol po/; bal yul/; 尼泊尔; nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1911,万秀寺; ban shul dgon/,35.6022,101.3519,贵南县; mang ra rdzong /,0101000020E610000098DD9387855659405BD3BCE314CD4140,939.0,2605.0,,万秀寺,wanxiu si,过马营乡,Guomaying xiang,Guo Ma Ying Xiang,632525.0,贵南县,Guinan Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.6022,101.3519,632525204.0,396.0,ban shul dgon bshad sgrub rin chen gling,632525204.0,381.0,ban shul dgon bshad sgrub rin chen gling,,na,G1812,mang ra rdzong,G1911,,,,,万秀寺,万秀讲修宝洲,wanxiu si,1895,g,3.967912812,3.968,,,,,,
G2218,mda' ba dgon/; 达巴寺,31.23056,79.92278,rtsa mda' rdzong /; 札达县; Tsada County,0101000020E6100000C959D8D30EFB534008C4EBFA053B3F40,331.0,1831.0,,,Dawa,达巴乡,Da Ba Xiang,Daba xiang,542522.0,札达县,Zhada Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,31.23056,79.92278,542522204.0,42.0,mda' pa dgon pa,542522204.0,42.0,mda' pa dgon pa,,rtswa mda' rdzong,G2152,rtsa mda' rdzong,G2218,,mda' ba dgon,,Dawa,达巴寺,,na,1450,dge lugs,0.710116317,0.71,x,same,x,,,
G1KR1241,拉布寺,30.23333,98.0,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000000000000000805840FA2CCF83BB3B3E40,2764.0,1241.0,,拉布寺,Labu si,巴日乡,Bari xiang,Ba Ri Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.23333,98.0,542126207.0,68.0,,542126207.0,68.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1241,,,,na,拉布寺,,Labu si,na,Sakya,9.028879516,9.029,na,na,na,na,na,
G1KR2655,bkra shis chos gling /; 扎西曲朗寺,33.93,100.78,甘德县; dga' bde rdzong /; gtsang skor zhol ma zhang (dga' bde rdzong ),0101000020E610000052B81E85EB315940D7A3703D0AF74040,1500.0,2655.0,,扎西曲朗寺,zhaxi qulang si,下藏科乡,Xiacangke xiang,Xia Cang Ke Xiang,632623.0,甘德县,Gande Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,33.93,100.78,632623207.0,236.0,bkra shis chos gling,632623207.0,484.0,bkra shis chos gling,bkra shis chos gling,na,G1753,dga' bde rdzong,G1KR2655,,,,,扎西曲朗寺,庄科寺,zhaxi qulang si,1734,j,1.292624286,1.293,,,,,,
G1KR2725,布让拉康; spu rong lha khang dgon/,33.3712,96.76746,yul shul rdzong /; 玉树县,0101000020E61000003E3F8C101E3158403A234A7B83AF4040,1759.0,2725.0,,布让拉康,burang lakang,安冲乡,Anchong xiang,An Chong Xiang,632721.0,玉树县,Yushu Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.3712,96.76746,632721207.0,38.0,pu rong lha khang,632721207.0,38.0,pu rong lha khang,pu rong lha khang,na,G2326,yul shul rdzong,G1KR2725,,,,,布让拉康,,burang lakang,761,Karma,21.45639401,21.456,,,,,,
G1KR1208,达多寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,1239.0,1206.0,,达多寺,Daduo si,香堆镇,Xiangdui zhen,Xiang Dui Zhen,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.96667,542126102.0,78.0,,542126102.0,76.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1208,,,,na,拉西寺,,Laxi si,na,Geluk,13.11412869,13.114,na,na,na,na,na,
G3643,khro shul 'gag ma/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1006,德丁寺,32.06667,97.3,昌都县; chab mdo rdzong /; Chamdo county,0101000020E61000003333333333535840EACF7EA488084040,2743.0,1004.0,,岭达寺,Lingda si,面达乡,Mianda xiang,Mian Da Xiang,542121.0,昌都县,Changdu Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,32.06667,97.3,542121209.0,17.0,,542121209.0,19.0,na,,Chamdo,G2185,chab mdo rdzong,G1KR1006,,,,na,色然寺,,Seran si,na,Sakya,4.637466089,4.637,na,na,na,na,na,
G1KR1233,察多寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E610000072FE261422725840D39FFD4811913E40,2254.0,1231.0,,布嘎寺,Buga si,荣周乡,Rongzhou xiang,Rong Zhou Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.78333,542126203.0,47.0,,542126203.0,48.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1233,,,,na,扎宗寺,,Zazong si,na,Nyingma,13.84304121,13.843,na,na,na,na,na,
G4562,la mo dgon/; 拉穆寺,29.80973,91.56137,stag rtse rdzong /; 达孜县; Taktse county; la mo/,0101000020E610000027BD6F7CEDE356400F971C774ACF3D40,1542.0,949.0,,,Lamo,唐嘎乡,Tangga xiang,Tang Ga Xiang,540126.0,达孜县,Dazi Xian,5401.0,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,29.80973,91.56137,540126202.0,540126102.0,la mo dgon,540126202.0,540126102.0,la mo dgon,,Taktse,G1516,stag rtse rdzong,G4562,,,,Lamo,拉穆寺,拉姆寺/拉末寺,na,1050,Kadampa,21.43507851,21.435,1650,Gelug,x,x,,
G2578,当卡寺; 'dam dkar dgon/; Damkar Monastery,,,yul shul rdzong /; 玉树县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2717,tong nyin ked zi/; 东改寺,32.67385,96.59147,yul shul rdzong /; 玉树县,0101000020E61000002BA4FCA4DA2558406E3480B740564040,2373.0,2717.0,,东改寺,dong - gai si,下拉秀乡,Xialaxiu xiang,Xia La Xiu Xiang,632721.0,玉树县,Yushu Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.67385,96.59147,632721204.0,198.0,tong nyin ked zi,632721204.0,198.0,tong nyin ked zi,tong nyin ked zi,na,G2326,yul shul rdzong,G1KR2717,,,,,东改寺,,dong ? gai si,1900,Nyingma,3.75716209,3.757,,,,,,
G1GS6,mdog gsang sngags mkhar/,,,rnam gling rdzong /; 南木林县; Namling County; mdog chos shang (rnam gling rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1317,吉日寺,29.98333,98.3,smar khams rdzong /; 芒康县; Markham county,0101000020E61000003333333333935840F92CCF83BBFB3D40,2767.0,1317.0,,吉日寺,Jiri si,措瓦乡,Cuowa xiang,Cuo Wa Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.98333,98.3,542129208.0,168.0,,542129208.0,168.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1317,,,,na,吉日寺,措瓦乡吉日寺,Jiri si,na,Sakya,9.542257889,9.542,na,na,na,na,na,
G2216,rab rgyas gling dgon/; 热布加林寺,31.9,79.6,rtsa mda' rdzong /; 札达县; Tsada County,0101000020E61000006666666666E653406666666666E63F40,2648.0,1797.0,,,,香孜乡,Xiang Zi Xiang,Xiangzi xiang,542522.0,札达县,Zhada Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,31.9,79.6,542522200.0,32.0,rab rgyas gling dgon pa,542522200.0,32.0,rab rgyas gling dgon pa,,rtswa mda' rdzong,G2152,rtsa mda' rdzong,G2216,,,,,热布加林寺,,na,1450,sa skya,2.019957177,2.02,x,SAME,x,,,
G10MS14565,chos rje rgya che dgon/,,,'dzam thang rdzong /; 壤塘县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1867,卷木寺; sgrom grwa tshang /,35.84262,101.42956,khri ka rdzong /; 贵德县,0101000020E6100000DDEA39E97D5B59404E7ADFF8DAEB4140,906.0,2552.0,,卷木寺,juanmu si,东沟乡,Donggou xiang,Dong Gou Xiang,632523.0,贵德县,Guide Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.84262,101.42956,632523202.0,345.0,sgrom grwa tshang bkra shis chos gling,632523202.0,334.0,sgrom grwa tshang bkra shis chos gling,,na,G1715,khri ka rdzong,G1867,,sgrom grwa tshang thos bsam dar rgyas gling,,,卷木寺,,juanmu si,1850,g,39.15877732,39.159,,,,,,
G1AG96,chab mdo gling stod grwa tshang /,,,昌都寺; Chamdo Jampaling; chab mdo dgon pa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2114,拉沙上静房; zi na'i la sar ri khrod/,36.73956,101.36812,湟源县; stong skor rdzong /,0101000020E61000003A4030478F57594002B7EEE6A95E4240,627.0,2114.0,,拉沙上静房,lashashang jingfang,东峡乡,Dongxia xiang,Dong Xia Xiang,630123.0,湟源县,Huangyuan Xian,6301.0,Xining Shi,Qinghai,Qinghai_Lex_20120621,36.73956,101.36812,630123201.0,598.0,zi na'i la sar ri khrod,630123201.0,298.0,zi na'i la sar ri khrod,zi na'i la sar ri khrod,na,G2383,stong skor rdzong,G1KR2114,,,,,拉沙上静房,,lashashang jingfang,na,g,25.62788314,25.628,,,,,,
G1KR2031,mtshe'u ru ma'i ser sde/; 采日玛塞德寺,33.47343,102.28278,rma chu rdzong /; 玛曲县,0101000020E6100000A0FD481119925940FE78AF5A99BC4040,1103.0,2031.0,,,Cairi Masaide Si,采日玛乡,Cairima xiang,Cai Ri Ma Xiang,623025.0,玛曲县,Maqu Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,33.47343,102.28278,623025206.0,623025102.0,mtshe'u ru ma'i ser sde,623025206.0,623025102.0,mtshe'u ru ma'i ser sde,mtshe'u ru ma'i ser sde,rma chu,G2202,rma chu rdzong,G1KR2031,,,,,采日玛塞德寺,,Cairi Masaide Si,1725,Gelug,2.811120794,2.811,,,,,,
G1KR2287,ki chos zo/; 科却寺,36.10451,102.16859,化隆回族自治县; ba yan rdzong /,0101000020E6100000B01BB62DCA8A59406E0D6C95600D4240,1898.0,2287.0,,科却寺,keque si,二塘乡,Ertang xiang,Er Tang Xiang,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.10451,102.16859,632127208.0,243.0,ki chos zo,632127208.0,231.0,ki chos zo,ki chos zo,na,G1PD96109,ba yan rdzong,G1KR2287,,,,,科却寺,,keque si,1750,n,34.86345148,34.863,,,,,,
G3968,gser rta lha rtse dgon/; 喇则寺,31.91667,100.86667,gser thar rdzong /; 色达县; Serta county,0101000020E6100000289B7285773759406D3997E2AAEA3F40,2601.0,668.0,,,la ze si,甲学乡,Jiaxue xiang,Jia Xue Xiang,513333.0,色达县,Seda Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.91667,100.86667,513333213.0,449.0,lh rtse dagon,513333213.0,449.0,lh rtse dagon,,Seta,G2302,gser thar rdzong,G3968,,lha rtse dgon (gser rta rdzong),,na,喇则寺,,la ze si,639,rnying ma/,5.2232959,5.223,,,,,,
G3940,宜牛寺; 'ju nyung dgon/,33.06667,98.33334,ser shul rdzong /; Seshul county; 石渠县,0101000020E6100000B79C4B7155955840EACF7EA488884040,2565.0,626.0,,,ben ri si,宜牛乡,Yiniu xiang,Yi Niu Xiang,513332.0,石渠县,Shiqu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,33.06667,98.33334,513332211.0,369.0,dapon ri dagon,513332211.0,369.0,dapon ri dagon,dpon ri dgon,Seshul,G2301,ser shul rdzong,G3940,,dpon ri dgon,,na,奔日寺,本日寺,ben ri si,na,rnying ma/,1.999260274,1.999,,,,,,
G3953,mgo tshwa dgon/; 俄查寺,32.58333,98.88333,ser shul rdzong /; Seshul county; 石渠县,0101000020E6100000D8648D7A88B858404963B48EAA4A4040,403.0,636.0,,,se xv si,瓦须乡,Waxu xiang,Wa Xu Xiang,513332.0,石渠县,Shiqu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.58333,98.88333,513332219.0,386.0,sear shual dagon,513332219.0,386.0,sear shual dagon,,Seshul,G2301,ser shul rdzong,G3953,,ser shul dgon dga' ldan theg chen dar rgyas gling,,na,色须寺,,se xv si,1672,dge lugs/,3.238079819,3.238,,,,,,
G1KR1207,学龙寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,1238.0,1205.0,,学龙寺,Xuelong si,香堆镇,Xiangdui zhen,Xiang Dui Zhen,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.96667,542126102.0,77.0,,542126102.0,75.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1207,,,,na,向康大殿,,Xiangkang si,na,Geluk,13.11412869,13.114,na,na,na,na,na,
G2GS1299,lho nag dgon/,,,Lhorong county; 洛隆县; lho rong rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1532,dben rtsa/; 恩扎寺,29.08333,89.63333,rgyal rtse rdzong /; 江孜县; Gyangtse county,0101000020E6100000D8648D7A8868564092C6681D55153D40,1570.0,1532.0,,,Wentsa,,Kadui xiang,,542323.0,江孜县,Jiangzi Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.08333,89.63333,542323201.0,542323114.0,dben rtsa,542323201.0,542323114.0,dben rtsa,dben rtsa,Gyangtse,G2175,rgyal rtse rdzong,G1KR1532,,,,Wentsa,恩扎寺,,na,1350,Kadampa,8.526603001,8.527,x,x,x,x,founding estimated based on Buton's lifespan 1290-1364. Sect made Kadampa as no point having only one gonpa with a Buton sect.,
G1KR321,tho nyi si (dgon); 托尼寺,28.41667,101.7,brgyad zil rdzong /; 九龙县,0101000020E6100000CDCCCCCCCC6C59406C3997E2AA6A3C40,318.0,321.0,,,Tuoni,魁多乡,Kuiduo xiang,Kui Duo Xiang,513324.0,九龙县,Jiulong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,28.41667,101.7,513324208.0,32.0,,513324208.0,32.0,,,Jiulong,G2311,brgyad zil rdzong,G1KR321,,,,na,托尼寺,,Tuoni,na,dge lugs,85.2514919,85.251,,,,,,
G1KR1232,乃德寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E610000072FE261422725840D39FFD4811913E40,1262.0,1233.0,,乃德寺,Naide si,荣周乡,Rongzhou xiang,Rong Zhou Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.78333,542126203.0,49.0,,542126203.0,54.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1232,,,,na,察多寺,,Chaduo si,na,Geluk,13.84304121,13.843,na,na,na,na,na,
G1KR140,上扎西曲林寺; bkra shis chos gling gong ma/,32.27236,100.9493,'dzam thang rdzong /; 壤塘县,0101000020E6100000EF85C954C13C5940895E46B1DC224040,1855.0,140.0,,上扎西曲林寺,Shang zha xi qu lin si,壤柯镇,Rangke zhen,Rang Ke Zhen,513230.0,壤塘县,Rangtang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.27236,100.9493,513230100.0,127.0,Bkra shis chos gling(dgon gong ma),513230100.0,127.0,Bkra shis chos gling(dgon gong ma),bkra shis chos gling(dgon gong ma),Dzam thang rdzong,G2336,dzam thang rdzong,G1KR140,,,,,上扎西曲林寺,,Shang zha xi qu lin si,1400,N,3.182078534,3.182,,,,,,
G1KR1181,ga shel dgon/; 嘎协寺,31.93569,94.937768,steng chen rdzong /; Tengchen County; 丁青县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR304,spar sa gling dgon/; 巴什宝寺,31.01667,102.13333,rong brag rdzong /; Rongdrak county; 丹巴县,0101000020E6100000D8648D7A8888594006D3307C44043F40,344.0,304.0,,,ba shi bao si,太平桥乡,Taipingqiao xiang,Tai Ping Qiao Xiang,513323.0,丹巴县,Danba Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.01667,102.13333,513323213.0,10.0,pspar s gl dagon,513323213.0,10.0,pspar s gl dagon,spar sa gling dgon ?,Danba,G2310,rong brag rdzong,G1KR304,,,,na,巴什宝寺,,ba shi bao si,1875,dge lugs/,5.722788142,5.723,,,,,,
G1908,thul rol sngags khang /,,,贵南县; mang ra rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR720,cha ran lha khang /; 恰仁拉康,29.03333,99.88333,cha phreng rdzong /; 乡城县,0101000020E6100000D8648D7A88F85840C6F99B5088083D40,428.0,720.0,,,qia ren la kang,水洼乡,Shuiwa xiang,Shui Wa Xiang,513336.0,乡城县,Xiangcheng Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.03333,99.88333,513336202.0,55.0,ch ran lh khang,513336202.0,55.0,ch ran lh khang,cha ran lha khang,Xiangcheng,G1103,cha phreng rdzong,G1KR720,,,,na,恰仁拉康,,qia ren la kang,na,dge lugs/,8.972901836,8.973,,,,,,
G1KR1025,卓东寺,31.45,98.78333,Joda County; 'jo mda' rdzong /; 江达县,0101000020E610000072FE261422B258403233333333733F40,2182.0,1025.0,,卓东寺,Zhuodong si,岩比乡,Yanbi xiang,Yan Bi Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.45,98.78333,542122202.0,394.0,,542122202.0,394.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1025,,,,na,卓东寺,,Zhuodong si,na,Nyingma,1.511190365,1.511,na,na,na,na,na,
