tol_id,tbrc_id,branch_of,primary_name,wylie_name,tibetan_name,chinese_name,name_variants,traditions,place_types,founded_date,founded_date_approximate,founded_date_alternate,founded_century,existed_by_century,lat,long,description,wikidata_id
455.0,,,Pel Nyenmo Ri Namgyel,dpal snyan mo ri rnam rgyal,དཔལ་སྙན་མོ་རི་རྣམ་རྒྱལ།,年毛寺,Nyenmo ,"Geluk, Nyingma",Monastery,1919.0,,,,,33.683074,99.4581798,"<p>
	Pel Nyenmo Ri Namgyel, located in Golok, was established in 1919 by <a href=""/biographies/view/Amdo-Geshe-Jampel-Rolpai-Lodro/TBRC_P3546"">Amdo Geshe Jampel Rolpai Lodro</a>.</p>
",
461.0,,,Drakkar Gyelmo,brag dkar rgyal mo,བྲག་དཀར་རྒྱལ་མོ།,,Drakar ,Geluk,Monastery,,,,,,,,"<p>
	Drakkar Gyelmo was a Geluk monastery in eastern Tibet. It was in existence by at least the early eighteenth century when <a href=""/biographies/view/Ngawang-Trinle/TBRC_P4647"">Ngawang Trinle</a> resided there.</p>
",
470.0,,G20,Jumohor Sangngak Choling,ju mo hor gsang sngags chos gling,འཇུ་མོ་ཧོར་གསང་སྔགས་ཆོས་གླིང།,,,Nyingma,Monastery,,,,,,,,"<p>
	Jumohor Sangngak Choling, in the Derge region of Kham, is a branch of the Nyingma monastery of <a href=""/geographies/view/Zhechen-/TBRC_G20"">Zhechen</a> (zhe chen) and connected with the lineage of Mindroling (smin grol gling). In the mid nineteenth century, the famous scholar Ju <a href=""/biographies/view/Mipam-Gyatso/TBRC_P252"">Mipam Gyatso</a> entered this monastery as a novice monk.&nbsp;</p>
",
471.0,G289,,Junyung Hermitage,ju nyung ri khrod,འཇུ་ཉུང་རི་ཁྲོད།,,"Ju, ju ri khrod , ",Nyingma,Monastery,,,,,,,,"<p>
	The hermitage in Junyung where <a href=""/biographies/view/Mipham-Gyatso/TBRC_P252"">Mipham Gyatso</a> meditated and lived in the mid-nineteenth century. Junyung is likely the same hermitage as Nakchung hermitage in Derge region.</p>
",
475.0,,,Oso,o bswo,ཨོ་བསྭོ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Oso is a Geluk Monastery in Amdo. It was in existence at least by the early nineteenth century, when the <a href=""/biographies/view/Third-Amdo-Zhamar,-Ngawang-Tendzin-Gyatso/TBRC_p373"">Third Amdo Zhamar, Ngawang Tendzin Gyatso</a>, served as abbot.</p>
",
486.0,,,Sangsang Dungkar,sang sang dung dkar,སང་སང་དུང་དཀར།,, ,Geluk,Monastery,,,,,,,,"<p>
	Sangsang Dungkar is a monastery in existence by at least the twentieth century when <a href=""/biographies/view/Lobzang-Dongak-Chokyi-Gyatso/TBRC_P5425"">Lobzang Dongak Chokyi Gyatso</a> taught there.&nbsp;</p>
",
487.0,,,Lhogyu Sera,lho rgyud se ra,ལྷོ་རྒྱུད་སེ་ར།,, ,Geluk,Monastery,,,,,,,,"<p>
	Lhogyu Sera was apparently a Geluk monastery in Amdo, possibly Golok. It was in existence by the early twentieth century, when <a href=""/biographies/view/Dongak-Chokyi-Gyatso/TBRC_p5425"">Dongak Chokyi Gyatso</a> taught there.</p>
",
491.0,,,Dori Hermitage,rdo ri ri khrod,རྡོ་རི་རི་ཁྲོད།,, ,Geluk,Monastery,,,,,,,,"<p>
	Dori was a Geluk hermitage in Golok, Amdo.</p>
",
492.0,,,Lhundrub Dzong,lhun grub rdzong,ལྷུན་གྲུབ་རྫོང།,, ,Geluk,Monastery,,,,,,,,"<p>
	Lhundrub Dzong was a retreat hermitage in Amdo. It was in existence by the mid-seventeenth century when <a href=""/biographies/view/Samten-Gyatso/TBRC_P1003"">Samten Gyatso</a>, the third abbot of <a href=""/geographies/view/Rongwo-Monastery/TBRC_G163"">Rongwo Monastery</a>, spent time in retreat there.</p>
",
493.0,,,Yugu Tongtse,dbyu gu mthong rtse,དབྱུ་གུ་མཐོང་རྩེ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Yugu Tongtse was a retreat center which was in existence by at least the seventeenth century when it was visited by <a href=""/biographies/view/Samten-Gyatso/TBRC_P1003"">Samten Gyatso</a>,&nbsp;third throne holder of <a href=""/geographies/view/Rongwo-Monastery/TBRC_G163"">Rongwo Monastery</a>.</p>
",
494.0,,,Wenne Tashikhyil,dben gnas bkra shis 'khyil,དབེན་གནས་བཀྲ་ཤིས་འཁྱིལ།,, ,Geluk,"Hermitage, Monastery",,,,,,,,"<p>
	Wenne Tashikhyil, a Geluk hermitage, was in existence from at least the seventeenth century when <a href=""/biographies/view/Samten-Gyatso/TBRC_P1003"">Samten Gyatso</a> engaged in retreat there.</p>
",
495.0,,,Wenne Samdrub Deden Ling,dben gnas bsam grub bde ldan gling,དབེན་གནས་བསམ་གྲུབ་བདེ་ལྡན་གླིང།,, ,Geluk,"Hermitage, Monastery",,,,,,,,"<p>
	Wenne Samdrub Deden Ling, a Geluk hermitage, was in existence from at least the seventeenth century when <a href=""/biographies/view/Samten-Gyatso/TBRC_P1003"">Samten Gyatso</a> engaged in retreat there.</p>
",
498.0,,,Takdo,ltag rdo,ལྟག་རྡོ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Takdo was a Geluk hermitage, likely in Amdo, founded by&nbsp;<a href=""/biographies/view/Sherab-Tashi/TBRC_P422"">Sherab Tashi</a>&nbsp;in either the late seventeenth or early eighteenth century.</p>
",
499.0,G1PD96278,G4681,Dopuk,rdo phug,རྡོ་ཕུག།,,"Dopuk Hermitage, rdo phug ri khrod, ",Geluk,Monastery,1865.0,,,,,35.70587,102.35251,"<p>
	Dopuk is a Geluk monastery in Amdo that was founded in 1865. It is a branch of <a href=""/geographies/view/Bido-Monastery/TBRC_G4681"">Bido Monastery</a>.</p>
",
500.0,,,Tsikyang,rtsi rkyang,རྩི་རྐྱང།,, ,Geluk,Monastery,,,,,,,,"<p>
	Tsikyang was a hermitage founded by <a href=""/biographies/view/Sherap-Tashi/TBRC_P422"">Sherab Tashi</a> in the late seventeenth or early eighteenth century.&nbsp;</p>
",
501.0,,,Angang,a 'gang,ཨ་འགང།,,Agang ,Geluk,Monastery,,,,,,35.648363,102.655118,"<p>
	Angang is a Geluk hermitage in Dobi, Amdo founded by <a href=""/biographies/view/Sherab-Tashi/TBRC_P422"">Sherab Tashi</a><span class=""biog-date-small"">. </span></p>
",
502.0,,,Chorten Kyak,mchod rten skyag,མཆོད་རྟེན་སྐྱག།,, ,Geluk,Monastery,,,,,,,,"<p>
	Chorten Kyak is a monastery in Ngawa in Amdo founded by <a href=""/biographies/view/Sherab-Tashi-/TBRC_P422"">Sherab Tashi</a>.</p>
",
503.0,,,Namkyak Monastery,gnam skyag dgon,གནམ་སྐྱག་དགོན།,, ,Geluk,Monastery,,,,,,,,"<p>
	Namkyak, a Geluk monastery in Ngawa, was founded in the seventeenth century by <a href=""/biographies/view/Maṇipa-Sherab-Tashi/TBRC_p422"">Maṇipa Sherab Tashi</a>.</p>
",
505.0,,,Rongwo Tashikhyil,rong bo bkra shis 'khyil,རོང་བོ་བཀྲ་ཤིས་འཁྱིལ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Rongwo Tashikhyil is a hermitage associated with <a href=""/geographies/view/Rongwo-Monastery/TBRC_G163"">Rongwo Monastery</a> in Rebkong.&nbsp;The <a href=""/biographies/view/Second-Dzongkar-Chungwa-Tendzin-Trinle/TBRC_P3808"">Second Dzongkar Chungwa Tendzin Trinle</a> engaged in retreat at Rongwo Tashikhyil upon his retirement.</p>
",
507.0,,,Tsagyel,tsha rgyal,ཚ་རྒྱལ།,, ,Geluk,Hermitage,,,,,,,,"<p>
	Tsagyel, a Geluk hermitage in Amdo, was in existence by at least the eighteenth century when&nbsp;<a href=""/biographies/view/Tendzin-Trinle/TBRC_P3808"">Tenzin Trinle</a> engaged in retreat there.</p>
",
508.0,,,Tashi Chokhor Ling,bkra shis chos 'khor gling,བཀྲ་ཤིས་ཆོས་འཁོར་གླིང་།,,", pho ldang dgon; karma thub bstan bkra shis chos 'khor gling , ",Nyingma,"Monastery, Temple",1984.0,,,,,,,"<p>
	Tashi Chokhor Ling, a Nyingma monastery located in the Yumchen Tang plain, was founded in 1984 by <a href=""/biographies/view/Khenpo-Munsel/TBRC_P7274"">Khenpo Munsel</a>. The course of study is based on the traditional curriculum of <a href=""/geographies/view/Katok-monastery/TBRC_G17"">Katok monastery</a>,</p>
",
510.0,,,Nakchung Ritro,nags chung ri khrod,ནགས་ཆུང་རི་ཁྲོད།,, ,Nyingma,"Hermitage, Monastery",,,,,,,,"<p>
	Nakchung Ritro was a hermitage in Junyung, Kham, where <a href=""/biographies/view/Ju-Mipam/TBRC_p252"">Ju Mipam</a> spent about a year an a half in retreat when he was fifteen or sixteen.</p>
",
511.0,,,Ga Nyide,sga nyi bde,སྒ་ཉི་བདེ།,,Nyide ,Sakya,Monastery,,,,,,,,"<p>
	Ga Nyide, a local monastery in Ga (sga) in northwestern Kham, was in existence by at least the early fifteenth century when <a href=""/biographies/view/Ga-Rabjampa-Kunga-Yeshe/TBRC_P1028"">Ga Rabjampa Kunga Yeshe</a><span class=""biog-name-large""> </span><span class=""biog-date-small"">(b.1397 - d.1470</span>) entered this monastery.</p>
",
516.0,,,Guru Pema Evaṁ Chokgar,gu ru padma e waM lchog sgar,གུ་རུ་པདམ་ཨེ་ཝཾ་ལཆོག་སྒར།,,Guru Pema Ewam Chokgar; Guru Pema Evam Choggar ,Nyingma,Monastery,,,,,,29.35536,91.13459,"<p>
	Guru Pema Evam Chokgar was a tantric community north of the Brahmaputra river established by <a href=""/biographies/view/Tashi-Tobgyel/TBRC_P646"">Tashi Tobgyel</a> in the late 16th century. The community maintained the Jangter (Northern Treasures) tradition. Later the location was developed and expanded by his Tashi Tobgyel&#39;s son the Third Dorje Drak Rigdzin, <a href=""/biographies/view/Ngakgi-Wangpo/TBRC_P639"">Ngakgi Wangpo</a> into <a href=""/geographies/view/Dorje-Drak/TBRC_G11"">Dorje Drak</a> monastery, which became the main center for the Jangter tradition and at one point had over fifty branch monasteries.</p>
",
517.0,,,Tashi Samten Ling,bkra shis bsam gtan gling,བཀྲ་ཤིས་བསམ་གཏན་གླིང།,, ,Geluk,Monastery,1822.0,,,,,,,"<p>
	Tashi Samten Ling, a Geluk monastery located in Amdo, was founded in 1822 by the <a href=""/biographies/view/Seventh-Kirti,-Kunga-Chopak-Tubten-Nyima/TBRC_P10342"">Seventh Kirti, Kunga Chopak Tubten Nyima</a>.</p>
",
526.0,G2JM249,,Changma Gar,lcang ma sgar,ལྕང་མ་སྒར།,,"Samten Dargye Ling; Dzato Changma Gar Samten Dargye Ling, rdza stod lcang ma sgar bsam gtan dar rgyas gling , ",Nyingma,Monastery,,,,,,,,"<p>
	Changma Gar is a monastic college of <a href=""/biographies/view/Dzato-Changmai-Monastery/TBRC_G4154"">Dzato Changmai Monastery</a>, near Jyekundo. It was founded by <a href=""/biographies/view/Tubten-Chopel/TBRC_P6957"">Tubten Chopel</a> in the twentieth century.</p>
",
531.0,,,Tashilung,bkra shis lung,བཀྲ་ཤིས་ལུང།,,", bkra shis lung , ",Kadam,Monastery,,,,,,,,"<p>
	Tashilung is a hermitage that was in existence by at least the thirteenth century when <a href=""/biographies/view/Sanggye-Gompa-Sengge/TBRC_P2640"">Sanggye Gompa Sengge</a> went into retreat there.</p>
",
534.0,,,Serkyi Gyelgo,gser kyi rgyal sgo,གསེར་ཀྱི་རྒྱལ་སྒོ།,, ,Nyingma,Hermitage,,,,,,,,"<p>
	Serkyi Gyelgo is a Nyingma hermitage above Lhagong in Kham which was in existence by at least the twentieth century when <a href=""/biographies/view/Sanggye-Tsepel/TBRC_P8679"">Sanggye Tsepel</a>&nbsp;engaged in retreat there. He later established a community of nuns near the hermitage.&nbsp;</p>
",
537.0,,,Lampar Monastery,lam 'phar dgon,ལམ་འཕར་དགོན།,, ,Drukpa Kagyu,Monastery,,,,,,,,"<p>
	Lampar Gon was apparently a small Drukpa Kagyu monastery in Tolung. It housed a large silver reliquary stupa containing relics of <a href=""/biographies/view/Drukpa-Kunle/TBRC_p816"">Drukpa Kunle</a>.</p>
",
543.0,,,Drepung Zurkhang,bras spungs zur khang,འབྲས་སྤུངས་ཟུར་ཁང།,, ,Geluk,Monastery,,,,,,,,"<p>
	Drepung Zurkhang was in existence by at least the fifteenth century when <a href=""/biographies/view/Lodro-Rinchen-Sengge/TBRC_P4762"">Lodro Rinchen Sengge</a> taught there.&nbsp;</p>
<p>
	&nbsp;</p>
",
556.0,,,Dregon Sar,bres dgon gsar,བྲེས་དགོན་གསར།,, ,Nyingma,Monastery,,,,,,,,"<p>
	Dregon Sar was a Nyingma monastery in Dreyul in Tsang, central Tibet where&nbsp; <span class=""biog-name-large""><a href=""/biographies/view/Nyima-Drakpa/TBRC_P425"">Nyima Drakpa</a></span> met <a href=""/biographies/view/Pema-Rigdzin/TBRC_P653"">Pema Rigdzin</a>.</p>
<p>
	&nbsp;</p>
",
559.0,,,Dekyi Ling,bde skyid gling,བདེ་སྐྱིད་གླིང།,,Dekyiling ,Nyingma,Monastery,,,,,,,,"<p>
	Dekyi Ling monastery was founded by terton <a href=""/biographies/view/Nyima-Drakpa/TBRC_P425"">Nyima Drakpa</a> in Sin Dzong, southern Tibet, in the early eighteenth century.</p>
",
565.0,G3703,,Yama Tashikhyil,g.ya' ma bkra shis 'khyil,གཡའ་མ་བཀྲ་ཤིས་འཁྱིལ།,,"Yama Trashikyil; Yarma Tashikyil; yama zhaxiqi si, reb kong bkra shis 'khyil, 雅玛扎西其寺 ",Nyingma,Monastery,,,,,,35.54175,102.24534,"<p>
	Yama Tashikhyil is an important Nyingma monastery and hermitage located in Rebkong, Amdo.&nbsp;&nbsp;It was the hermitage of the nineteenth-century yogin-poet <a href=""/biographies/view/Zhabkar-Tsokdruk-Rangdrol/TBRC_P287"">Zhabkar Tsokdruk Rangdrol</a>, and later of twentieth-century&nbsp;philosopher-artist-historian <a href=""/biographies/view/Gendun-Chopel/TBRC_P219"">Gendun Chopel</a>.</p>
",
569.0,,,Dongtre Samten Ling,gdong sprad bsam gtan gling,གདོང་སྤྲད་བསམ་གཏན་གླིང།,, ,Sakya,Monastery,,,,,,,,"<p>
	Dongtre Samten Ling was founded in the fifteenth century the Guru Tsokye Dorje. It was one of twenty-one Sakya monasteries in Denma whose monks went to Ngor for ordination.</p>
",
572.0,G1TD38,G394,Sera Choding,se ra chos sdings,སེ་ར་ཆོས་སྡིངས།,,Choding Khang; Sera Choding Ritro ,Geluk,Monastery,,,,,14th,29.698147,91.136113,"<p>
	Sera Choding is a hermitage located above <a href=""/geographies/view/Sera-Monastery/TBRC_G154"">Sera Monastery</a>. Sera Choding was a primary hermitage site of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, as well as of his close disciples, who meditated in nearby caves. It is said that Tsongkhapa composed his famous work entitled <em>Ocean of Reasoning</em> there. Sera Choding Hermitage was administered by <a href=""/geographies/view/Gyume-Dratsang/TBRC_G394"">Gyume Dratsang</a>.&nbsp;</p>
",
575.0,,,Jangchen,byang chen,བྱང་ཆེན།,, ,Geluk,Monastery,,,,,,,,"<p>
	Jangchen, a monastery in central Tibet, was in existence by at least the 1430s when <a href=""/biographies/view/Gendun-Drub/TBRC_P80"">Gendun Drub</a>, the First Dalai Lama, built a residence there.</p>
",
585.0,,,Senmo,bsen mo,བསེན་མོ།,, ,Bon,Monastery,,,,,,,,"<p>
	Senmo, a Bon monastery in central Tibet, was founded by <a href=""/biographies/view/Dampa-Lodro-Gyeltsen/TBRC_P11MS156"">Dampa Lodro Gyeltsen</a> in the seventeenth century. It is located within the great religious sanctuary of Kongpo Bonri.</p>
",
586.0,,,Tolung Yangwen Pelgon,gto lung yang dben dpal dgon,གཏོ་ལུང་ཡང་དབེན་དཔལ་དགོན།,, ,Bon,Monastery,,,,17th,,,,"<p>
	Yangwen Pelgon is a Bon monastery in Tolung region of Amdo. It was founded by in the seventeenth century by <a href=""/biographies/view/Gyelrong-Yungdrung-Yeshe/TBRC_P11MS157"">Gyelrong Yungdrung Yeshe</a>.</p>
",
587.0,,,Drakkar Gepel Ling,brag dkar dge 'phel gling,བྲག་དཀར་དགེ་འཕེལ་གླིང།,, ,Nyingma,Monastery,,,,,,,,"<p>
	Drakkar Gepel Ling is a hermitage in Kham. <a href=""/biographies/view/Japa-Dongak-Gyatso/TBRC_P3JM9"">Japa Dongak Gyatso</a> resided there for twelve years in the late nineteenth century.</p>
",
595.0,,,Yanggon,yang dgon,ཡང་དགོན།,, ,"Drigung Kagyu, Marpa Kagyu",Monastery,,,,,,,,"<p>
	Yanggon, a hermitage where&nbsp;<a href=""/biographies/view/Yanngonpa/TBRC_P5262"">Yanngonpa Gyeltsen Pel</a>&nbsp;completed his first&nbsp;Vajravārāhī retreat,&nbsp;was in existence from at least the thirteenth century.</p>
",
596.0,,,Pel Zangden,dpal bzang ldan,དཔལ་བཟང་ལྡན།,, ,Jonang,Monastery,,,,,,,,"<p>
	Pel Zangden was a monastery was located in Lato Jang. It was founded in the fourteenth century by <a href=""/biographies/view/Kunpang-Chodrak-Pelzangpo/TBRC_P2251"">Kunpang Chodrak Pelzangpo</a>, a disciple of <a href=""/biographies/view/Dolpopa/TBRC_P139"">Dolpopa</a>.</p>
",
597.0,,,Chukha Monastery,chud kha dgon,ཆུད་ཁ་དགོན།,, ,Jonang,Monastery,,,,,,,,"<p>
	Chukha was a monastery in Lato Jang that was founded in the fourteenth century by <a href=""/biographies/view/Kunpang-Chodrak-Pelzangpo/TBRC_P2251"">Kunpang Chodrak Pelzangpo</a>, a disciple of <a href=""/biographies/view/Dolpopa/TBRC_P139"">Dolpopa</a>. <a href=""/geographies/view/Buddhaśrī/TBRC_3296"">Buddhaśrī</a> was head teacher (&#39;chad nyan) there.&nbsp;</p>
",
616.0,,,Yarlung Namgyel,yar klungs rnam rgyal,ཡར་ཀླུངས་རྣམ་རྒྱལ།,, ,Sakya,Monastery,,,,,,,,"<p>
	Yarlung Namgyel was a Sakya monastery in central Tibet. <a href=""/biographies/view/Sharchen-Yeshe-Gyeltsen/TBRC_P3094"">Sharchen Yeshe Gyeltsen</a> took ordination there in 1379.</p>
",
617.0,,,Yarlung Samten Ling,yar lung bsam gtan gling,ཡར་ལུང་བསམ་གཏན་གླིང།,, ,Sakya,Monastery,,,,,,,,"<p>
	Yarlung Samten Ling is a Sakya monastery in U. It was in existence at least by the middle of the fourteenth century; <a href=""/biographies/view/Sharchen-Yeshe-Gyeltsen/TBRC_P3094"">Sharchen Yeshe Gyeltsen</a> met <a href=""/biographies/view/Lochen-Jangchub-Tsemo/TBRC_P2388"">Lochen Jangchub Tsemo</a> there in the late 1370s.&nbsp;</p>
",
657.0,G4676,,Ripuk Hermitage,ri phug ri khrod,རི་ཕུག་རི་ཁྲོད།,日布寺,"Ribuk Ritro; ribu si, ri sbug ri khrod; ri phug chos kyi dga' tshal; zhwa lu ri sbug, 日布寺; 日浦寺 ","Kadam, Kal?cakra, Sakya",Monastery,,,,,,29.1171072,88.9678218,"<p>
	Ripuk was an important hermitage above <a href=""/geographies/view/Zhalu-Monastery/TBRC_G275"">Zhalu Monastery</a>. It was&nbsp;a center for the transmission of that Zhalu tradition of the Kālacakra.</p>
",
672.0,G2820,,Trandruk,khra 'brug,ཁྲ་འབྲུག།,,"Tradruk; Tradrug; Trandrug; Trangdruk; Trhandruk; Trangdruk; Traduk; changzhu si, g.yo ru khra 'brug bkra shis byams snyoms lha khang, 昌珠寺 ",Geluk,Monastery,,,,,,29.193858,91.77224,"<p>
	The Trandruk temple, founded by <a href=""/biographies/view/Songsten-Gampo/TBRC_P8067"">Songsten Gampo</a>  in the seventh century, is possibly Tibet's earliest geomantic temple, which suppresses the left shoulder of the supine demoness of Tibetan mythology. While the <a href=""/biographies/view/Jokhang/TBRC_G4261"">Jokhang</a> may predate Trandruk, there is no clear consensus as to which site is the oldest.  Later, Trandruk was revered as one of <a href=""/biographies/view/Trisong-Detsen's/TBRC_P7787"">Trisong Detsen's</a> three royal temples together with <a href=""/geographies/view/Samye/TBRC_G287"">Samye</a> and <a href=""/biographies/view/Jokhang/TBRC_G4261"">Jokhang</a>. It is part of the Yarlung pilgrimage circuit known as ""three sanctuaries, three chortens."" During the period following the collapse of the Tibetan Empire, it is likely that religious activity may have quietly continued in the area, and toward the end of the eleventh century Trandruk was revitalized. Since around that time, it has been associated with the powerful <a href=""/communities/view/Gyer/TBRC_C11MS182"">Gyer</a> clan, of which the Negu, Begu and Khangsar families form branches.  It was converted to a Geluk institution in the seventeenth century and eventually grew to have twenty-one temples.</p>
",
701.0,G217,,Phyang,sgang sngon bkra shis chos rdzong,སྒང་སྔོན་བཀྲ་ཤིས་ཆོས་རྫོང་།,,Gangngon ,Drigung Kagyu,Monastery,,,,,,34.18644267,77.48940398,"<p>
	One of two Drigung monasteries in Ladakh. It was founded by <a href=""/biographies/view/Denma-Kunga-Drakpa/TBRC_P2GS1115"">Denma Kunga Drakpa</a> with the patronage of King Tashi Namgyal in the second half of the sixteenth century. The monastery is 15 kilometers from Leh.</p>
",
705.0,,,Sharkyo Ganden Monastery,shar skyo dga' ldan dgon,ཤར་སྐྱོ་དགའ་ལྡན་དགོན།,, ,Drigung Kagyu,Monastery,,,,,,,,"<p>
	Sharkyo Ganden is a Drigung monastery in Kham that was established by <a href=""/biographies/view/Lobpon-Tsangpa-Jamseng/TBRC_P11MS255"">Lobpon Tsangpa Jamseng</a> in the fourteenth century.</p>
",
707.0,,,Lho Ganden Monastery,,,, ,Drigung Kagyu,Monastery,,,,,,,,"<p>
	Lho Ganden Monastery, a Drigung Kagyu monastery presumably located in central Tibet, was founded around the twelfth or thirteenth centuries by a nephew and a disciple of <a href=""/biographies/view/Lobpon-Tsangpa-Jamseng/TBRC_P11MS255"">Lobpon Tsangpa Jamseng</a>.&nbsp;</p>
",
717.0,,,Pabongkha Labrang,pha bong kha bla brang,ཕ་བོང་ཁ་བླ་བྲང།,, ,Geluk,Monastery,,,,,,29.65292,91.13318,"<p>
	Pabongkha Labrang was the former Lhasa residence of the abbot of Pabongkha monastery. The Lhasa Atlas mentions that it was built in 1954 although it may have been built in the early 20th century. It is a three-story stone building in Lhasa&#39;s Kirey neighborhood and after 1959 it was converted into public housing. The Tibet Heritage Fund noted that the building contained excellent details such as ornate carvings and paintings.&nbsp;</p>
",
806.0,G1PD96097,,Shadzong Ritro,shwa rdzong ri khrod,ཤྭ་རྫོང་རི་ཁྲོད།,,"xiazong si, shwa rdzong sgrub sde, 夏宗寺 ","Geluk, Karma Kagyu",Monastery,,,,,,36.338471,101.908768,"<p>
	Shadzong Ritro, a Geluk hermitage located in the Tsongkha region of Amdo and situated on a slope of Amnye Chi Ri, is one of four major meditation sites in Amdo. It was founded in the twelfth century. Legend states that Faxian (337-422) stayed at the location while traveling to India. The <a href=""/biographies/view/Fourth-Karmapa/TBRC_P1456"">Fourth Karmapa</a> stayed at the site and is said to have prophesied the birth of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, who took his novice vows here at the age of three. The hermitage was expanded over time and in 1383, a temple hall and stupa were built to commemorate the Fourth Karmapa. The site was partially destroyed during the cultural revolution. As of 1999, there were four monks at the hermitage. At some point, relics of Fa Xian were located at Shadzong.&nbsp;</p>
",
811.0,G4196,,Khoting Lhakhang,kho thing lha khang,ཁོ་ཐིང་ལྷ་ཁང།,,"kuoting lakang, mkho mthing rnam snang lha khang; mkho mthing lha khang, 阔庭拉康 ",Nyingma,Monastery,,,,,,28.1167,91.13106,"<p>
	Khoting Lhakhang, a temple located in Lhodrak near the border of Bhutan, was founded by <a href=""/biographies/view/Emperor-Songsten-Gampo/TBRC_P8067"">Emperor Songsten Gampo</a> in the seventh century. It is one of the border-supressing temples that tames the mythic supine ogress, mother of the Tibetan people. It was from within the massive Vairocana statue in Khoting Lhakhang that <a href=""/biographies/view/Nyangrel-Nyima-Ozer/TBRC_P364"">Nyangrel Nyima Ozer</a>&nbsp;revealed <em>The </em><em>Eight Instructions: Gatheringof the Ones Gone to Bliss </em>(<em>bka&#39; brgyad bde gshegs &#39;dus pa</em>) on fierce deity yoga.</p>
",
815.0,,,Jampa Bumling,byams pa bum gling,བྱམས་པ་བུམ་གླིང།,,"Tang Shu Cave, thang hru'u brag phug, 唐述窟 ",Geluk,Monastery,,,,,,35.99773,103.214493,"<p>
	Jampa Bumling, an extensive Geluk establishment located in Amdo, is comprised of an upper and lower monastery, as well as a retreat site. Rinchen Gyatso founded the monastery in the sixteenth century adjacent to an existing Maitreya temple.</p>
",
816.0,,,Muktinath,chu mig rgya mtsho,ཆུ་མིག་རྒྱ་མཚོ།,,Chumig Gyatsa; Mukti Kshetra ,Nyingma,Monastery,,,,,,28.81676,83.87137,"<p>
	Muktinath, known locally as Chumik Gyatso, is a pilgrimage site for both Hindus and Buddhists. It is one of the most important religious sites in the Himalayas of Nepal and is situated along an important pilgrimage route. Muktinath is famous for its waters as well as for having been a stopping point for <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a> during his journey to Tibet. Traditionally, the caretakers of Muktinath are a line of hereditary Nyingma lamas.&nbsp;</p>
",
818.0,,,Khacho Monastery,mkha' spyod dgon,མཁའ་སྤྱོད་དགོན།,, ,Sakya,"Monastery, Temple",,,,,,,,"<p>
	Khacho was a Sakya monastery in Lato Jang. It was in existence by the 14th century.</p>
",
819.0,,,Zhigon Hermitage,zhi dgon,ཞི་དགོན་།,, ,Sakya,Monastery,1377.0,,,,,,,"<p>
	A Sakya hermitage established in 1377 in the Dok valley of Lato Jang by the Sakya master <a href=""/biographies/view/Buddhaśrī/TBRC_P3296"">Buddhaśrī</a>.</p>
",
821.0,,,Lamayuru,bla ma g.yung drung dgon pa,བླ་མ་གཡུང་དྲུང་དགོན་པ།,,Yuru ,Drigung Kagyu,Monastery,,,,,,34.282778,76.774444,"<p>
	Lamayuru, a Drigung Kagyu monastery in Ladakh, is one of the region&#39;s oldest and largest monasteries. It may have been preexisted by a Bon monastery. According to Drigung history, the scholar <a href=""/biographies/view/Naropa/TBRC_P3085"">Naropa</a> caused a lake to dry up at the site, which was then turned into a monastery. <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P753"">Rinchen Zangpo</a>, who is credited with founding 108 monasteries in the region, is also considered the founder of the oldest structure at Lamayuru. Famous for masked-dance festivals, it is currently home to around 150 monks.</p>
",Q2556336
828.0,G388,,Layak Guru Lhakhang,la yag gu ru lha khang,ལ་ཡག་གུ་རུ་ལྷ་ཁང།,,"Layak Guru Lhakhang; laya guru lakang, bsam grub bde ba chen po, 拉雅古如拉康 ",Nyingma,Monastery,,,,,,28.3687,90.66302,"<p>
	Layak Guru Lhakhang, known also as Samdrub Dewachenpo, is a temple located in the Lhodrak region of southern Tibet. It was founded in the thirteenth century by <a href=""/biographies/view/Guru-Chowang/TBRC_P326"">Guru Chowang</a>, who revealed many treasures at the site. It was apparantly modeled after Nalanda monastery of India. It was damaged during the cultural revolution and has undergone reconstruction since, although part of the complex is now a private residence.&nbsp;</p>
",
