tol_id,tbrc_id,branch_of,primary_name,wylie_name,tibetan_name,chinese_name,name_variants,traditions,place_types,founded_date,founded_date_approximate,founded_date_alternate,founded_century,existed_by_century,lat,long,description,wikidata_id
307,G4711,,Cheri Monastery,lcags ri,ལྕགས་རི།,,Chakri; Chagri; Chakri Dorjeden ,Drukpa Kagyu,Monastery,1619,,,,,27.595647,89.626837,"<p>
	Cheri Monastery, also known as Chakri Dorjeden, is a hermitage and monastery in the Upper Thimphu valley in Bhutan. It was built in 1619 by <a href=""/biographies/view/Zhabdrung-Ngawang-Namgyel/TBRC_P509"">Zhabdrung Ngawang Namgyel</a> as his first monastery in Bhutan, where he established the first monastic body.</p>
",
308,G218,,Tango,rta mgo,རྟ་མགོ།,,"Tamgo, rta mgo chos dbyings rdzong , ",Drukpa Kagyu,Monastery,,,,,,27.593052,89.638776,"<p>
	In the thirteenth&nbsp;century, <a href=""http://www.treasuryoflives.org/biographies/view/Phajo-Drugom-Zhigpo-Phajo-Drugom-Zhigpo/P7852"">Phajo Drugom Zhigpo</a> established a meditation hermitage near the present Tango Shedra in Bhutan, formerly known as Tango Choying Dzong. By the late sixteenth&nbsp;century, <a href=""http://www.treasuryoflives.org/biographies/view/tshe-dbang-bstan-'dzin/P7854"">Mipam Tsewang Tendzin</a>, who was the grandson of <a href=""http://www.treasuryoflives.org/biographies/view/Drukpa-Kunle/P816"">Drukpa Kunle</a>&nbsp;and also considered a reincarnation of Phajo Drugom Zhigpo, controlled the site.&nbsp; In 1616, the Drukpa Kagyu master <a href=""http://www.treasuryoflives.org/biographies/view/Zhabdrung-Ngawang-Namgyel/P509"">Zhabdrung Ngawang Namgyel</a> arrived in Bhutan, having left <a href=""http://www.treasuryoflives.org/institution/Ralung-Monastery"">Ralung Monastery</a> in Tibet. Mipham Tshewang Tenzin offered him Tango Choying Dzong as a place to stay, in part because Mipham Tshewang Tenzin had received his ordination vows from the Zhabdrung&rsquo;s grandfather, Mipham Chogyal.</p>
<p>
	Mipham Tshewang Tenzin also gave the Zhabdrung a consort named Damcho Tenzin, in the hopes he would produce an heir. However, it was not to be and Zhabdrung returned her to Mipham Tshewang Tenzin. The two went on to have a son, <a href=""http://www.treasuryoflives.org/biographies/view/Tendzin-Rabgye/7622"">Tendzin Rabgye</a>, who would later serve as the Fourth&nbsp;Druk Desi, and who would renovate and expand Tango as well as Paro Taktsang. Tango was completed in 1688, and Second&nbsp;Je Khenpo <a href=""http://www.treasuryoflives.org/biographies/view/Je-Khenpo-02-Sonam-Ozer/7601"">Sonam Ozer</a> assisted with the consecration ceremony.&nbsp; Later, the Thirteenth&nbsp;Je Khenpo <a href=""http://www.treasuryoflives.org/biographies/view/Je-Khenpo-13-Yonten-Taye/8028"">Yonten Taye</a> performed additional ceremonies at the site in 1780. In 1987, the Tango monastic institute became a shedra.&nbsp;Today it functions as both a center of learning and meditation.</p>
",
309,G00JR2680,,Bangri Jokpo,bang ri 'jog po,བང་རི་འཇོག་པོ།,, ,Nyingma,Monastery,,,,,,,,"<p>
	Bangri Jokpo was a Nyingma monastic community in Kongpo established in the early seventeenth century by <a href=""/biographies/view/Jatson-Nyingpo/TBRC_P882"">Jatson Nyingpo</a>.</p>
",
310,G2360,,Dar Chode,dar chos sde,འདར་ཆོས་སྡེ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Dar Chode in Tsang was a Geluk institution that was in existence at least by the first half of the fifteenth century when the <a href=""/biographies/view/Eleventh-Ganden-Tripa,-Lobzang-Drakpa/TBRC_P390"">Eleventh Ganden Tripa, Lobzang Drakpa</a>, studied here as a novice monk.</p>
",
311,G2359,,Ladring Chode,bla 'bring chos sde,བླ་འབྲིང་ཆོས་སྡེ།,, ,"Geluk, Kadam",Monastery,,,,,,,,"<p>
	Ladring Chode was apparently a community in southern Tibet, possibly Kadam or Geluk, existing certainly by the middle of the fifteenth century, when the <a href=""/biographies/view/Twelfth-Ganden-Tripa,-Lekpai-Lodro/TBRC_P384"">Twelfth Ganden Tripa, Lekpai Lodro</a>, received his novice vows there.</p>
",
312,G3322,,Nyima Tang Monastery,nyi ma thang dgon,ཉི་མ་ཐང་དགོན།,,"nimatang si, 尼玛汤寺 ","Geluk, Kadam, Nyingma",Monastery,,,,,,29.50162,91.05206,"<p>
	Nyima Tang is a Geluk monastery in central Tibet that was founded by <a href=""/biographies/view/Nyelgo-Rinchen-Samdrub/TBRC_P1589"">Nyelgo Rinchen Samdrub</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_p64"">Tsongkhapa</a>. In the fifteenth century is was a teaching college affiliated with <a href=""/geographies/view/Sangpu-Monastery/TBRC_g226"">Sangpu Monastery</a>. It was originally founded in the seventh century and was converted to Kadampa by the eleventh century. It is currently in ruins.&nbsp;</p>
",
314,G402,,Khardo Hermitage,mkhar rdo ri khrod,མཁར་རྡོ་རི་ཁྲོད།,卡多寺,"kaduo si, 卡多寺 ",Geluk,Monastery,1706,,,,,29.70326,91.14464,"<p>
	Khardo, one of the hermitages above Sera Monastery, was founded in 1706 by the <a href=""/biographies/view/First-Khardo,-Zopa-Gyatso/TBRC_P38"">First Khardo, Zopa Gyatso</a>. It&#39;s one of the ten hermitages belonging to <a href=""/geographies/view/Sera-Je-College/TBRC_G155"">Sera Je College</a>.</p>
",
315,G77,,Ganden Jangtse College,dga' ldan byang rtse drwa tshang,དགའ་ལྡན་བྱང་རྩེ་དྲྭ་ཚང་།,,Jangtse Dratsang ,Geluk,Monastic College,,,,,,29.75786,91.47462,"<p>
	Ganden Jangtse is one of the two teaching colleges of <a href=""/geographies/view/Ganden-Monaster/TBRC_G337"">Ganden Monaster</a>y in central Tibet. It was founded by <a href=""/biographies/view/Namkha-Pelzangpo/TBRC_P3495"">Namkha Pelzangpo</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>.&nbsp;&nbsp;</p>
",
316,G236,,Gyuto Dratsang,rgyud stod grwa tshang,རྒྱུད་སྟོད་གྲྭ་ཚང་།,,"Gyuto College; Gyuto Monastery; Uto Jampel Ling, dpal ldan stod rgyud stod grwa tshang; dbus stod ‘jam dpal gling , ",Geluk,Monastic College,1474,,1475,,,29.65869,91.12968,"<p>
	Gyuto, the Upper Tantric College, is one of the two main Geluk tantric colleges of central Tibet. It was established in 1474 or 1475 by <a href=""/biographies/view/Kunga-Dondrub/TBRC_P995"">Kunga Dondrub</a>, the disciple of Gyume&#39;s founder <a href=""/biographies/view/Sherab-Sengge/TBRC_P2093"">Sherab Sengge</a>. In 1485 Kunga Dondrub was credited with saving Lhasa from a flood and granted perpetual ownership of&nbsp;<a href=""/geographies/view/Ramoche-Tsuklakhang/TBRC_G4552"">Ramoche Tsuklakhang</a> in Lhasa, said to have been built to house the Buddha statue brought to Tibet by King <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a>&#39;s Chinese queen Wencheng, after which Kunga Dondrub moved Gyuto into the Ramoche complex. The main study at Gyuto is of the tantric systems of the Akṣobhya form of Guhyasamāja, the Luipa tradition of Cakrasaṃvara, and Thirteen-couple Vajrabhairava.</p>
<p>
	&nbsp;</p>
",
317,G405,,Takpu Chode,stag phu chos sde,སྟག་ཕུ་ཆོས་སྡེ།,,"Takphu; Takpu; dapu si, stag phu rin chen sding dgon; dbus stod stag phu chos sde; stag phu dgon pa, 达普寺 ","Geluk, Kadam",Monastery,,,,,,29.880627,91.828872,"<p>
	Takpu Chode is an important Geluk monastery in central Tibet that was founded as a Kadam institution by <a href=""/biographies/view/Rinchen-Nyingpo/TBRC_P404"">Rinchen Nyingpo</a>, a student of <a href=""/biographies/view/Atisha/TBRC_P3379"">Atisha</a>, in either the late eleventh or early twelfth century.</p>
",
318,G3011,,Meldro Chakar Gon,mal gro cha dkar dgon,མལ་གྲོ་ཆ་དཀར་དགོན།,,"Kargya Gon, dkar rgya dgon , ",Geluk,Monastery,,,,,,,,"<p>
	Meldro Chakar Gon was a Geluk monastery in Meldro Gungkar. It appears to have been abandoned in the sixteenth century when Drigung forces attacked.</p>
",
319,G304,,Ganden Shartse College,dga' ldan shar rtse grwa tshang,དགའ་ལྡན་ཤར་རྩེ་གྲྭ་ཚང་།,,Shartse Dratsang ,Geluk,Monastic College,,,,,,29.75878,91.4767,"<p>
	Ganden Shartse is one of the two teaching colleges of <a href=""/geographies/view/Ganden-Monastery/TBRC_G337"">Ganden Monastery</a>. There are eleven residential houses in the college.</p>
",
321,G2510,,Rakadrak Hermitage,ra kha brag ri khrod,ར་ཁ་བྲག་རི་ཁྲོད།,,"Rakadrak Ritro; rekazha si, se ra byes kyi rag kha brag ri khrod, 热喀扎寺 ",Geluk,Monastery,,,,,,29.70283,91.14822,"<p>
	Rakhadrak is a hermitage above <a href=""/geographies/view/Sera-Monastery/TBRC_g154"">Sera Monastery</a>. It was established in the seventeenth century either by <a href=""/biographies/view/Drubkhang-Gelek-Gyatso/TBRC_p1005"">Drubkhang Gelek Gyatso</a> or Rakhadrak Azhu Sonam. It is renowned for being the site where <a href=""/biographies/view/Tsongkhapa/TBRC_p64"">Tsongkhapa</a> composed <i>The Essence of Eloquence that Distinguishes Between the Provisional and Definitive Meaning of the Scriptures</i><span style=""font-style: normal"">, and where he received a delegation from China requesting his presence at the Imperial court. </span></p>
",
322,,,Sera Utse,se ra dbu rtse,སེ་ར་དབུ་རྩེ།,,"Drubkhang Hermitage; Sera Utse Ritro; Sera Tse; Sera Peak, se ra dbu rtse ri khrod , ",Geluk,Monastery,1705,,,,,29.705515,91.13873,"<p>
	Sera Utse, also known as Drubkhang hermitage, is a hermitage located to the north above <a href=""/geographies/view/Sera/TBRC_G154"">Sera Monastery</a>, a major Geluk monastery in central Tibet. It was founded in 1705 by <a href=""/biographies/view/Drubkhang-Gelek-Gyatso-/TBRC_P1005"">Drubkhang Gelek Gyatso</a> in a location where <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a> is said to have engaged in retreat.</p>
",
323,G3487,,Drula,bru la,འབྲུ་ལ།,,Kongpo Drula Gon ,Geluk,Monastery,,TRUE,,,,,,"<p>
	Drula was founded by <a href=""/biographies/view/Dawa-Zangpo/TBRC_P7759"">Dawa Zangpo</a> in the fifteenth or sixteenth century. Dawa Zangpo was a disciple of the <a href=""/biographies/view/First-Dalai-Lama-Gendun-Drub/TBRC_P80"">First Dalai Lama, Gendun Drub</a>. It is affiliated with <a href=""/geographies/view/Sera-Me-College/TBRC_G237"">Sera Me College</a>.</p>
",
324,G2365,,Taktse Rinchen Gang,stag rtse rin chen sgang,སྟག་རྩེ་རིན་ཆེན་སྒང།,, ,"Geluk, Kadam",Monastery,1119,,,,,,,"<p>
	Taktse Rinchen Gang is the monastery founded in 1119 by the famous Kadampa master&nbsp;<a href=""http://www.treasuryoflives.org/biographies/view/Gyergom-Zhonnu-Dragpa/TBRC_P3476"">Gyergom Zhonnu Drakpa</a>&nbsp;(1090-1171). It seems that it was still a Kadampa monastery in 1346, the year that&nbsp;<a href=""http://www.treasuryoflives.org/biographies/view/Drubchen-Namkha-Gyeltsen/TBRC_P1317"">Drubchen Namkha Gyeltsen</a>&nbsp;took ordination there. It later became a Geluk monastery.&nbsp;<a href=""http://www.treasuryoflives.org/biographies/view/Sera-Jetsun-Chokyi-Gyaltsen/TBRC_P477"">Sera Jetsun Chokyi Gyeltsen</a>&nbsp;(1469-1544/1546) became abbot of Rinchen Gang in 1522. The twenty-fourth&nbsp; <a href=""http://www.treasuryoflives.org/biographies/view/Ganden-Tripa-Jampa-Gyatso/TBRC_P4434"">Ganden Tripa Jampa Gyatso</a>&nbsp;(1516-1590) studied there as a child and later became its abbot, but was forced to flee when the monastery was attacked by the Pakmodrupa army.</p>
",
325,G4164,,Kyormolung,skyor mo lung,སྐྱོར་མོ་ལུང།,觉摩隆寺,"juemolong si, 觉摩隆寺 ","Geluk, Kadam",Monastery,,,,,,29.64535,90.93782,"<p>
	Kyormolung Monastery, in Tolung, was founded in the twelfth century by the Kadam master <a href=""/biographies/view/Balti-Wangchuk-Tsultrim/TBRC_P1320"">Balti Wangchuk Tsultrim</a>, and converted to the Geluk tradition in the fourteenth century.</p>
",
326,G3012,,Drakwar Monastery,brag dbar dgon,བྲག་དབར་དགོན།,, ,"Geluk, Marpa Kagyu",Monastery,,,,,,,,"<p>
	Drakwar is a Geluk monastery in central Tibet. Originally a Kagyu monastery that was founded by Tromzher Ozer Sengge, it was converted in the sixteenth century by Khedrub Tendar.</p>
",
327,G74,,Reting Monastery,rwa sgreng dgon,རྭ་སྒྲེང་དགོན།,热振寺,"rezhen si, byang rwa sgreng; rwa bsgrengs; rgyal ba'i dben gnas; rwa sgreng rgyal ba'i dben gnas, 热振寺 ","Geluk, Kadam",Monastery,1057,,,,,30.3106113,91.5134729,"<p>
	Reting, in Jang, was founded in 1057 by <a href=""/biographies/view/Dromtonpa/TBRC_p2557"">Dromtonpa</a>&nbsp;as the seat of the Kadampa school.&nbsp;The <a href=""/biographies/view/Seventh-Dalai-Lama/TBRC_p179"">Seventh Dalai Lama</a> gave Reting to Trichen <a href=""/biographies/view/Ngawang-Chokden/TBRC_p2759"">Ngawang Chokden</a>, the Fifty-first Ganden Tripa, upon his retirement. &nbsp;Reting became the seat of the Reting incarnation line, which began in the eighteenth century when the&nbsp;<a href=""/biographies/view/Second-Reting,-Lobzang-Yeshe-Tenpa-Rabgye/TBRC_P304"">Second Reting, Lobzang Yeshe Tenpa Rabgye</a>&nbsp;was recognized as the reincarnation of Ngawang Chokden. The Reting tulkus were one of only a few high-ranking incarnation lines empowered to become regent of Tibet during the absence or minority of the Dalai Lamas.</p>
",Q669671
331,G194,,Nenang,gnas nang,གནས་ནང།,,"nailang si; nainang si, stod lung gnas nang dgon, 乃朗寺; 乃囊寺; 奈囊寺 ",Karma Kagyu,Monastery,1333,,,,,29.75525,90.65135,"<p>
	Nenang is a Karma Kagyu monastery in central Tibet that was founded by the <a href=""/biographies/view/First-Zhamarpa,-Drakpa-Sengge/TBRC_p70"">First Zhamarpa, Drakpa Sengge</a> in 1333. The monastery was given to the <a href=""/biographies/view/Fifth-Pawo/TBRC_P942"">Fifth Pawo</a> by the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_p37"">Fifth Dalai Lama</a> after its confiscation from the Zhamar line in 1673 or 1674, and since then monastery has been the seat of the <a href=""/incarnation/view/Pawo/TBRC_R8LS12784"">Pawo</a> incarnation lineage.&nbsp;</p>
",
333,G247,,Ngamring Chode,ngam ring chos sde,ངམ་རིང་ཆོས་སྡེ།,,"Jang Namring; angren qude si, ngoms ring chos sde, 昂仁曲德寺; 曲德寺 ","Geluk, Sakya",Monastery,,,,,,29.3,87.23333,"<p>
	Ngamring is a Geluk monastery that served as the seat of the Lato Jang rulers. It was originally founded as a Sakya monastery in the early thirteenth century, and was converted to Geluk in the seventeenth century. <a href=""/biographies/view/Khedruje-Gelek-Pelzang/TBRC_p55"">Khedrubje Gelek Pelzang</a> studied at Ngamring Chode with <a href=""/biographies/view/Bodong-Panchen-Jikdrel-Chokle-Namgyel/TBRC_P2627"">Bodong Panchen Jikdrel Chokle Namgyel</a>.</p>
",
334,G399,,Riwo Dechen,ri bo bde chen,རི་བོ་བདེ་ཆེན།,, ,Geluk,Monastery,,,,,,29.00997,91.66037,"<p>
	Riwo Dechen is a Geluk monastery in Chonggye that was founded in the fifteenth century by Lowo Pelzang, a student of <a href=""/biographies/view/Khedrubje-Gelek-Pelzang/TBRC_P55"">Khedrubje Gelek Pelzang</a>.</p>
",
335,G3036,,Rinchen Drak,rin chen brag,རིན་ཆེན་བྲག།,,"Dre Rinchen Drak, spras rin chen brag , ",Geluk,Monastery,,,,,,,,"<p>
	Rinchen Drak, a Geluk monastery in Penyul, was founded by a <a href=""/biographies/view/Śākya-Gyeltsen/TBRC_P1593"">Śākya Gyeltsen</a>,&nbsp;a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>. &nbsp;</p>
",
338,,,Tetung Monastery,te thung dgon chen,ཏེ་ཐུང་དགོན་ཆེན།,,Tethung Gonchen ,"Geluk, Marpa Kagyu, Sakya",Monastery,1619,,,,,,,"<p>
	Tetung was established as a Geluk monastery in 1619 on the site of former Kagyu and Sakya institutions. It was one of the two most influential monasteries in the northern part of Amdo located within the Pari region of Gansu province. The First Tukwan, <a href=""/biographies/view/Lobzang-Rabten/TBRC_P3548"">Lobzang Rabten</a>, served as abbot of Tetung Monastery.</p>
",
339,G474,,Tangring Monastery,thang ring dgon pa,ཐང་རིང་དགོན་པ།,隆合寺, ,Geluk,Monastery,1619,,,,,36.21907,102.57204,"<p>
	Tangring is a Geluk monastery in Amdo that was founded in 1619 by the <a href=""/biographies/view/37th-Ganden-Tripa-Tangringpa-Gedun-Rinchen-Gyaltsen/TBRC_P165"">Thirty-seventh Ganden Tripa, Tangringpa Gedun Rinchen Gyaltsen</a>. The monastery includes an institute for philosophical studies as well as a tantric college, which was founded in 1732. The temple was rebuilt in 1986.</p>
",
340,G164,,Amdo Chubzang Monastery,chu bzang dgon,ཆུ་བཟང་དགོན།,,"Amdo Chubzang; Chubzang Gon Ganden Migyur Ling; Chubzang Gon Tubten Rabgye Ling, chu bzang dgon dga' ldan mi 'gyur gling; chu bzang dgon thub bstan rab rgyas gling , ",Geluk,Monastery,1649,,,,,36.85,102.05,"<p>
	Chubzang Monastery is an important Geluk monastery in Amdo that was founded in 1649 by <a href=""/biographies/view/Chubzang-Namgyel-Peljor/TBRC_P3606"">Chubzang Namgyel Peljor</a>. It was destroyed in 1724, rebuilt in 1765, and refurbished in 1887. At one time it was the wealthiest monastery in the Tsongkha region of Amdo.</p>
",
342,G109,,Drepung Gomang Dratsang,sgo mang grwa tshang,སྒོ་མང་གྲྭ་ཚང་།,,Gomang Dratsang; Drepung Gomang College ,Geluk,Monastery,,,,,,29.676708,91.048383,"<p>
	Gomang, the earliest of <a href=""/geographies/view/Drepung-Monastery/TBRC_g108"">Drepung Monastery</a>&#39;s colleges, was established in the early fifteenth century by <a href=""/biographies/view/Drakpa-Rinchen/TBRC_P8LS12001"">Drakpa Rinchen</a>, a disciple of Drepung founder <a href=""/biographies/view/Jamyang-Choje-Tashi-Pelden/TBRC_P35"">Jamyang Choje Tashi Pelden</a>. It quickly grew into one of the largest colleges, ultimately absorbing the Vinaya college.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",
343,G2362,,Dechen Sangngak Khar,bde chen gsang sngags mkhar,བདེ་ཆེན་གསང་སྔགས་མཁར།,,"Sangngak Khar, gsang sngags mkhar , ",Geluk,Monastery,1419,,,,,29.67119,91.35907,"<p>
	Dechen Sangngak Khar is a Geluk monastery in central Tibet that was founded in 1419 by <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>.</p>
",
344,G107,,Tashilhunpo Shartse Dratsang,bkra shis lhun po shar rtse grwa tshang,བཀྲ་ཤིས་ལྷུན་པོ་ཤར་རྩེ་གྲྭ་ཚང་།,, ,Geluk,Monastic College,,,,,,29.25,88.85,"<p>
	Tashilhunpo Shartse Dratsang, a monastic college of <a href=""/geographies/view/Tashilhunpo/TBRC_G104"">Tashilhunpo</a>, teaches general subjects.&nbsp;</p>
",
345,G1PD95975,G165,Ganden Rinchen Ling,dga' ldan rin chen gling,དགའ་ལྡན་རིན་ཆེན་གླིང་།,,"Ganden Rinchenling; baobei si, 宝贝寺, ",Geluk,"Monastery, Temple",,,,,18th,37.05548,101.4982,"<p>
	Ganden Rinchen Ling is a Geluk monastery in Serkhok, Amdo, and it is a branch of <a href=""/geographies/view/Gonlung-Monastery/TBRC_G165"">Gonlung Monastery</a>. It was in existence by at least the eighteenth century when <span class=""biog-name-large""><a href=""/biographies/view/Sumpa-Khenpo-Yeshe-Peljor/TBRC_P339"">Sumpa Khenpo Yeshe Peljor</a> </span><span class=""biog-date-small"">(b.1704 - d.1788</span>) gave empowerments there.</p>
",
346,,G165,Pari Tashi Choling,dpa' ri bkra shis chos gling,དཔའ་རི་བཀྲ་ཤིས་ཆོས་གླིང།,⽺官寺,"dpa' ris stong shag bkra shis chos gling, ","Geluk, Sakya",Monastery,,,,17th,,36.57999,102.48028,"<p>
	Pari Tashi Choling, founded in the 17th century in Amdo in the place of an earlier Kagyu monastery, is located in Drotsang County.&nbsp;<a href=""/biographies/view/Sumpa-Khenpo-Yeshe-Peljor/TBRC_p339"">Sumpa Khenpo Yeshe Peljor</a> gave teachings there. It is a branch of <a href=""/geographies/view/Gonlung/TBRC_G165"">Gonlung</a>.</p>
",
347,,,Serlung Monastery,ser lung dgon,སེར་ལུང་དགོན།,, ,Marpa Kagyu,Monastery,,,,,,,,"<p>
	Serlung is a Kagyu monastery in central Tibet.&nbsp;</p>
",
348,G155,,Sera Je,se ra byes,སེ་ར་བྱེས།,,"Sera Je College; Sera Je Dratsang; Sera Jey; Seraje Dratsang, ser byes; byes grwa tshang , ",Geluk,Monastery,,,,,,29.698857,91.133409,"<p>
	Sera Je was founded by <a href=""/biographies/view/Lodro-Rinchen-Sengge/TBRC_P4762"">Lodro Rinchen Sengge</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, in the fifteenth century. It is one of three colleges of <a href=""/geographies/view/Sera-monastery/TBRC_G154"">Sera Monastery</a>, a major Geluk monastery in central Tibet. It is one of two philosophical colleges, though the two colleges, <a href=""/geographies/view/Sera-Me/TBRC_G237"">Sera Me</a> and Je, consolidated their curricula and administration in the 1990s. Sera Je is the largest college of Sera and traditionally housed monks from eastern Tibet and Mongolia. It is famous for its debate courtyard, as well as a for its assembly hall, which contains an altar to Hayagrīva that is popular with pilgrims.</p>
",
349,G237,,Sera Me,se ra smad,སེ་ར་སྨད།,,Sera Me Dratsang; Sera Me Tratsang ,Geluk,Monastery,1419,,,,,29.697918,91.132078,"<p>
	Sera Me, built in 1419, is one of three monastic colleges of <a href=""/geographies/view/Sera-monastery/TBRC_G154"">Sera Monastery</a>, a major Geluk monastery in central Tibet. <span class=""popular"">A monk named Kunkhyen Jangchub Bumpa</span> is regarded as the founder. Most activities of Sera Me and <a href=""/geographies/view/Sera-Je/TBRC_G155"">Sera Je</a>, the other of the philosophical colleges of Sera, were consolidated in the 1990&#39;s.</p>
",
350,,,Dromda Monastery,grom mda' dgon,གྲོམ་མདའ་དགོན།,, ,Geluk,Monastery,,,,,,,,"<p>
	Dromda, a Geluk monastery in central Tibet, was in existence by at least the seventeenth century when the Forty-sixth Ganden Tripa, <a href=""/biographies/view/Jinpa-Gyatso/TBRC_P3451"">Jinpa Gyatso</a> served as its abbot.</p>
",
351,G1162,,Dab Yangteng Monastery,dab yang steng dgon,འདབ་ཡང་སྟེང་དགོན།,,"Kham Dab Yangteng; Yangteng Monastery, ldab yang steng dgon; khams 'dabs yang steng dgon; yang steng  , ",Geluk,Monastery,,,,,17th,,,"<p>
	Dab Yangteng is a monastery in Kham that was in existence by at least the mid-seventeenth century. <span class=""biog-name-large"">The Forty-Seventh Ganden Tripa, <a href=""/biographies/view/Lobzang-Chopel/TBRC_P2756"">Lobzang Chopel</a>, was admitted to Dab Yangteng at a young age and took his novice vows here. </span></p>
",
352,G2194,,Toling Monastery,mtho lding dgon,མཐོ་ལྡིང་དགོན།,托林寺,"Ngari Toding, mnga' ris mtho lding , ","Geluk, Kadam",Monastery,996,,,,,31.483,79.798,"<p>
	Toling Monastery in Ngari was founded by <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P753"">Rinchen Zangpo</a> around 996 under the patronage of <a href=""/biographies/view/Lha-Lama-Yeshe-O/TBRC_P8344"">Lha Lama Yeshe O</a>. It was later converted to the Geluk tradition and affiliated with Sera Monastery.</p>
",Q3738980
353,G229,,To Jayul Monastery,stod bya yul dgon pa,སྟོད་བྱ་ཡུལ་དགོན་པ།,,Jayul Gon ,"Geluk, Kadam",Monastery,,,,,,,,"<p>
	Jayul was originally a Kadam monastery, later Geluk, that was in existence by at least the eighteenth century when the <a href=""/biographies/view/Forty-Eighth-Ganden-Tripa,-Dondrub-Gyatso/TBRC_P2757"">Forty-Eighth Ganden Tripa, Dondrub Gyatso</a> lived there.&nbsp;</p>
",
354,G435,,Chone Ganden Shedrub Ling,co ne dga' ldan bshad sgrub gling,ཅོ་ནེ་དགའ་ལྡན་བཤད་སྒྲུབ་གླིང་།,卓尼丹丁寺,"Chone; Chone Gonchen; Tingdzin Dargye Ling, ting 'dzin dar rgyas gling , ","Geluk, Sakya",Monastery,1269,,,,,34.59525,103.50381,"<p>
	Chone Ganden Shedrub Ling is an important Geluk monastery in Amdo. It was originally a Sakya monastery that was founded in 1269 by <a href=""/biographies/view/Drogon-Chogyel-Pakpa/TBRC_P1048"">Pakpa</a> under the patronage of Khubilai Khan, and it was converted to Geluk in 1459 by <a href=""/biographies/view/Choje-Rinchen-Lhunpo/TBRC_P3CN359"">Choje Rinchen Lhunpo</a>.&nbsp;</p>
",
355,G126,,Drepung Loseling College,bras spungs blo gsal gling grwa tshang,འབྲས་སྤུངས་བློ་གསལ་གླིང་གྲྭ་ཚང་།,,Loseling Dratsang ,Geluk,Monastic College,,,,,,29.676052,91.04765,"<p>
	Drepung Loseling, the college of diatectics, is the largest of the four remaining colleges of <a href=""/geographies/view/Drepung-Monastery/TBRC_G108"">Drepung Monastery</a>. The assembly hall contains stupas with relics of various masters as well as images of Dalai Lamas and other Geluk masters.&nbsp;</p>
",
356,,,Genden Chopeling,dge ldan chos 'phel gling chos sde,དགེ་ལྡན་ཆོས་འཕེལ་གླིང་ཆོས་སྡེ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Genden Chopeling Monastery is a monastery in Shok Druk (shog drug), Kham. The monastery was established by Depa Solpon (sde pa gsol dpon) in the seventeenth century. The Fifty-Sixth Ganden Tripa, <a href=""/biographies/view/Lobzang-Drime/TBRC_P2762"">Lobzang Drime</a> studied here at a young age in the late seventeenth century.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",
357,G2363,,Pakmo Chode,phag mo chos sde,ཕག་མོ་ཆོས་སྡེ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Pakmo Chode is a Geluk monastery in Taktse. It was founded by <a href=""/biographies/view/Sempa-Lodro-Gyeltsen/TBRC_P429"">Sempa Lodro Gyeltsen</a> in the fifteenth century. It was adminstered by nearby <a href=""/geographies/view/Lo-Monastery/TBRC_G3041"">Lo Monastery</a> (lo dgon pa).</p>
",
